Equipe;Processo;Data Entrada;Status;Responsável;Prazo;UF;Contrato;BR;Tipo;Assunto;Providência;SEI Recebido;1 - SEI Criado;2 - SEI Criado;3 - SEI Criado;Data de Revisão;Observações;Data de Assinatura;Criado por;Data Criação;Cadastrado no SIMA?;Tem Prazo;Comentários;
PROJETO;50612.002355/2024-99;2025-08-14;Assinado;Gabrielle;2025-08-21;GO;12 00350/2024;BR-070;Projetos;Análise e aceitação dos projetos relativos ao Contrato nº UT-12 0350/2024;Ofício de ciência para termo de aceite e análise.;22054520;22138274;;;2025-08-15;;2025-08-27;Bruno Pimenta Resende;2025-08-14;Sim;Não;;
PROJETO;50600.023451/2025-91;2025-08-18;Assinado;Gabrielle;2025-08-25;RS;00 00375/2024;BR-116;Projetos;Abertura do processo de análise.;Ofício dando ciência sobre abertura de processo e citação sobre Oficio Circular padrão para envio de projetos RDCI.;22072681;22169735;;;2025-09-02;2ª versão em 26/08/25.;2025-09-16;Bruno Pimenta Resende;2025-08-18;Sim;Não;;
PROJETO;50609.004210/2023-09;2025-08-18;Assinado;Gabrielle;2025-08-25;PR;09 00397/2021;BR-487;Projetos;Resposta ao Ofício n.º 203896/2025/ASSESSORIA/DPP/DNIT SEDE (22012384) – Encaminhamento de Documentos – Contrato n.º 397/2021 – Rodovia BR-487/PR. ;DIR encaminha resposta da DPP dizendo que não é responsável pela analise daqueles projetos. Fizemos ofício de ciência dos documentos.;22082805;22500498;22500512;;2025-09-26;"Atualização em 15/09.
SEI CRIADO 4 - 22403091
Revisado em 17/09
Revisado em 22/09
Revisado em 24/09 ";2025-10-14;Bruno Pimenta Resende;2025-08-19;Sim;Não;;
PROJETO;50600.023653/2025-32;2025-08-20;Assinado;Gabrielle;2025-08-27;-;-;-;Projetos;Análise e aprovação de projetos oriundos de contratações integradas.;Dar ciência quanto as orientações, visto que já foi enviado às SR;22094960;22166038;;;2025-09-02;;2025-09-03;Bruno Pimenta Resende;2025-08-20;Sim;Não;;
ASSESSORIA COAC;50600.023706/2025-15;2025-08-21;Assinado;Gabrielle;2025-08-28;-;-;-;FALA-BR;COM PRAZO - Solicitação de construção de uma ponte para ligação dos estados do Amapá e Pará.;Informar que não é nossa competência a área de planejamento de futuras obra, e sugerir encaminhamento à DPP para complementação da resposta;22133711;22137951;;;2025-08-22;;2025-08-22;Rebeca Braz Soares Fiameni;2025-08-21;Sim;Não;;
PROJETO;50619.000790/2024-19;2025-08-22;Assinado;Gabrielle;2025-08-29;MS;19 00758/2023;BR-060;Projetos;"Atendimento às exigências do Ofício-Circular n.º 4149/2024/DIR/DNIT SEDE - Protocolo de PB/PE de Componente Ambiental - Versão Revisada 01.
";Ciência ao ofício da SRE/MS.;22109945;22171068;;;2025-08-25;;2025-08-27;Bruno Pimenta Resende;2025-08-22;Sim;Não;;
PROJETO;50619.000599/2022-13;2025-08-25;Assinado;Gabrielle;2025-09-01;MS;19 00194/2021;BR-419;Projetos;Atendimento às exigências do Ofício-Circular n.º 4149/2024/DIR/DNIT SEDE - Protocolo Projeto Básico/Executivo - OAE Viaduto Ferroviário sobre a Rodovia BR-419 - Etapa 02 - Versão Revisada 01 - Contrato n.º 19 00194/2021.;DOcumento de ciência à DIR.;22151013;22247618;22247621;;2025-08-25;29/08 - Atualização dos documentos.;2025-09-03;Bruno Pimenta Resende;2025-08-25;Sim;Não;;
PROJETO;50600.015748/2024-00;2025-08-14;Assinado;Gabrielle;2025-08-21;AL;00 00057/2024;BR-349;Projetos;Emissão de Termo de Aceite Contrato n.º 57/2024​​ - Rodovia BR 349/AL/SE.;Envio do termo de aceite para a empresa Líder do consórcio.;22055706;22161149;;;2025-08-25;;2025-08-27;Bruno Pimenta Resende;2025-08-25;Sim;Não;;
PROJETO;50600.015618/2025-40;2025-08-25;Assinado;Gabrielle;2025-09-01;PA;02 00398/2024;BR-230;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Criar documento para a SR cobrando o cronograma novo, repactuado com a empresa, visto que houve aditivo de contrato.;21459076;22216720;;;2025-09-02;;2025-09-03;Bruno Pimenta Resende;2025-08-25;Sim;Não;;
PROJETO;50603.000483/2023-26;2025-08-26;Assinado;Gabrielle;2025-09-02;CE;03 00077/2024;BR-116;Projetos;Inclusão de documentos no processo.;Ciência das cartas de cronograma explicando que ações já estão sendo tomadas.;22166384;22565609;;;2025-10-07;"22210760
Documento atualizado em 16/09. 
22478046
22500019";2025-10-07;Rebeca Braz Soares Fiameni;2025-08-29;Sim;Não;;
PROJETO;50611.003107/2022-11;2025-08-28;Assinado;Gabrielle;2025-09-04;MT;11 00159/2022;BR-158;Projetos; Inclusão de documentos referentes a análise dos estudos e projetos desenvolvidos no âmbito do Contrato n.º 159/2022.;Ciência do encaminhamento dos projetos.;22190670;22211659;;;2025-09-02;;2025-09-16;Bruno Pimenta Resende;2025-08-29;Sim;Não;;
PROJETO;50600.037160/2024-07;2025-08-28;Assinado;Gabrielle;2025-09-04;BA;00 00392/2024;BR-030;Projetos;Contrato nº 00 00392/2024 - Ciência de Documentação encaminhada para Análise – BR-030/BA – Lote 2.;Responder sobre ciência e envio para a SR;21934187;22292696;;;2025-09-16;;2025-09-16;Rebeca Braz Soares Fiameni;2025-08-29;Sim;Não;;
PROJETO;50610.005571/2020-82;2025-08-28;Assinado;Gabrielle;2025-09-04;RS;10 00821/2019;BR-116;Projetos; Análise de Projeto Básico e Executivo - BR-116/RS.;Ciência à DIR sobre encaminhamento de projetos e encaminhamento para empresa dos termos de aceite.;22191195;22500306;22500359;;2025-09-26;"22212437
22212446
Atualização em 16/09
22396295 e 22396434 - Atualização de logo";2025-10-03;Bruno Pimenta Resende;2025-08-29;Sim;Não;;
PROJETO;50603.002217/2021-76;2025-08-28;Assinado;Gabrielle;2025-09-04;CE;-;-;Projetos;Encaminhamento do Relatório de Análise do Projeto Executivo da ponte sobre o rio Pinheiros - BR-226/CE e BR-404/CE - ACT n.º 266/2023.;Ofício à DIR sugerindo o encaminhamento para o DNOCS.;22198962;22217737;;;2025-09-02;;2025-09-04;Bruno Pimenta Resende;2025-08-29;Sim;Não;;
ASSESSORIA COAC;50600.023778/2025-62;2025-08-27;Assinado;Rebeca;2025-09-03;AM;-;-;Externo;Solicitação de informações sobre ações na BR-319/AM.;Informações quanto aos contratos da 319/AM, além de informações orçamentárias de LOA e PLOA;22149171;22225741;;;2025-09-01;;2025-09-01;Rebeca Braz Soares Fiameni;2025-09-02;Sim;Não;;
PROJETO;50606.003862/2025-18;2025-09-01;Assinado;Bruno;2025-09-08;MG;00 00041/2025;BR-381;Projetos;Encaminhamento dos Estudos Topográficos da Rodovias BR-381/MG – Lote 8B;Dar ciência;22227370;22380120;;;2025-09-16;;2025-09-16;Bruno Pimenta Resende;2025-09-03;Sim;Não;;
PROJETO;50606.000238/2023-99;2025-09-01;Assinado;Bruno;2025-09-08;MG;00 00277/2022;BR-135;Projetos;"Encaminhamento da Revisão do Projeto de Eliminação de Interferências em
Atendimento ao Relatório de Análise 81-H.2 ";Dar ciência;22233722;22481418;22481424;22481702;2025-09-30;"22422710 - 1ª Versão
22422715 - 1ª Versão
22481418 - 2ª Versão
22481424 - 2ª Versão
22481702 - 2ª Versão";2025-10-03;Bruno Pimenta Resende;2025-09-03;Sim;Não;;
ASSESSORIA COAC;50600.025084/2025-60;2025-08-29;Assinado;Rebeca;2025-09-04;GO;-;-;DNIT/SRE;Solicitação de Informações - Contrato n.º 212-2013.;Encaminhar à SR, informando sobre a IN de acervo técnico, nº 26/DNIT;22210234;22329077;;;2025-09-09;;2025-09-16;Rebeca Braz Soares Fiameni;2025-09-03;Sim;Não;;
ASSESSORIA COAC;50600.024172/2025-44;2025-08-22;Assinado;Gabrielle;2025-08-29;PA;-;-;FALA-BR;Solicitação de pavimentação de trecho da Rodovia BR-163/PA.;O km informado pela cidadã não apresenta obras contudo, usamos a referência da DPP - por recomendação da marília citamos um contrato antigo que apresentará remanescente.;22139539;22926473;;;2025-08-30;"Documento excluído por atualização de informação 22657294
Primeira revisão 15/10";2025-08-30;Gabrielle Afonso Pereira Nogueira;2025-09-03;Sim;Não;;
ASSESSORIA COAC;50603.001889/2022-45;2025-08-25;Assinado;Gabrielle;2025-09-01;CE;-;-;ANTT;Termo de Transferência n.º 34 de trechos de Rodovias Federais BR-116/CE e BR-222/CE.;Documento não necessita de respostas. Assessoria enviou e-mail para amplo conhecimento.;22154439;22287612;;;2025-09-04;;2025-09-05;Rebeca Braz Soares Fiameni;2025-09-03;Sim;Não;;
ASSESSORIA COAC;50600.006606/2023-62;2025-08-29;Assinado;Rebeca;2025-09-05;AL;-;-;DNIT/SRE;Federalização de trechos das Rodovias Estaduais AL-101, AL-455 e AL-105, coincidentes com a Rodovia Federal planejada BR-349/AL - Alteração do SNV.;E-mail enviado para ampla divulgação;22186558;22278365;;;2025-09-04;;2025-09-04;Rebeca Braz Soares Fiameni;2025-09-03;Sim;Não;;
ASSESSORIA COAC;50600.015908/2025-93;2025-09-03;Assinado;Rebeca;2025-09-10;GO;-;-;ANTT;Solicitação de Levantamento de Informações para Elaboração do Termo de Arrolamento das Rodovias BR-060/GO e BR-364/GO/MT.;Informar que não há contratos no trecho;22247549;22479829;;;2025-09-23;;2025-09-23;Rebeca Braz Soares Fiameni;2025-09-04;Sim;Não;;
PROJETO;50602.002118/2025-28;2025-09-04;Assinado;Bruno;2025-09-11;PA;02 00398/2024;BR-230;Projetos;Ata da Reunião (22165749) - contratos de construção e supervisão afetos à Unidade Local de Altamira.;"Dar ciência citando o documento de notificação
";22251126;22566845;;;2025-10-01;;2025-10-07;Bruno Pimenta Resende;2025-09-04;Sim;Não;;
PROJETO;50600.037160/2024-07;2025-09-04;Assinado;Gabrielle;2025-09-11;BA;00 00392/2024;BR-030;Projetos;Contrato nº 00 00392/2024 - Análise de possível atraso nas entregas dos Estudos Preliminares e dos Projetos  – BR-030/BA – Lote 2.;Responder dizendo que o PAAR deve ser aberto pela SR.;21943318;22292702;;;2025-09-16;;2025-09-16;Rebeca Braz Soares Fiameni;2025-09-04;Sim;Não;;
PROJETO;50600.037160/2024-07;2025-09-04;Assinado;Gabrielle;2025-09-11;BA;00 00392/2024;BR-030;Projetos;Contrato nº 00 00392/2024 - Encaminhamento de análise de projetos - BR-030/BA.;Encaminhar as análises para a empresa.;22248449;22292712;22292723;;2025-09-16;;2025-09-16;Rebeca Braz Soares Fiameni;2025-09-04;Sim;Não;;
PROJETO;50603.000829/2024-77;2025-09-09;Assinado;Bruno;2025-09-16;CE;03 00077/2024;BR-116;Projetos;Projetos e Análises;Acredito q os 3 ofícios podem ser classificados como ciência. Primeiros os projetos listados, e criar um parágrafo abaixo explicando o teor dos documentos que pedem aditivo. Informar que foi direcionados diretamente à SR, para trataivas, visto que tem delegação de competência.;22120382;22623510;22672272;;2025-10-07;"22316011
22360928
22412887 - documento apagado
22413477 - 1ª versão
22413506 - 1ª versão
22525176 - 2ª versão
22525269 - 2ª versão
22572483 - 3ª Versão
22572485 - 3ª Versão
22623964 - 4ª Versão
22672139 - 5ª Versão";2025-10-14;Bruno Pimenta Resende;2025-09-09;Sim;Não;;
PROJETO;50600.007228/2025-04;2025-09-09;Assinado;Bruno;2025-09-16;BA;00 00379/2024;BR-116;Projetos;Ofício Nº 207311/2025/COAC/CGCONT/DIR/DNIT Sede ;Enviar análise para o consórcio.;22320624;22553348;;;2025-09-30;"22381302
22546754 - 1ª Versão";2025-10-03;Bruno Pimenta Resende;2025-09-09;Sim;Não;;
ASSESSORIA COAC;50600.029806/2024-74;2025-09-05;Assinado;Rebeca;2025-09-12;BA;-;-;Ministério; Execução das obras nos lotes 4 e 5 na Rodovia BR-116/BA - Estudo para concessão nas Rodovias BR-116/324/BA/PE (Rota dos Sertões).;Ciência da execução;22256843;22703561;;;2025-10-14;;2025-11-05;Rebeca Braz Soares Fiameni;2025-09-09;Sim;Não;;
ASSESSORIA COAC;50600.025537/2025-58;2025-09-05;Assinado;Gabrielle;2025-09-12;MG;-;-;Parlamentares;Assunto: Solicitação de pavimentação da BR-367/MG.;Informar quanto à obras sendo executadas nos trechos indicados no ofício;22272111;22549895;;;2025-10-07;;2025-10-09;Rebeca Braz Soares Fiameni;2025-09-09;Sim;Não;;
ASSESSORIA COAC;00137.007747/2025-18;2025-09-08;Assinado;Rebeca;2025-09-15;MG;-;-;FALA-BR;COM PRAZO - Complementação de Resposta - Duplicação dos lotes 08A e 08B da Rodovia BR-381/MG.;Informações quanto ao Lote 08A e 08B da BR-381/MG, complementando o documento da DPP;22268809;22392177;;;2025-09-17;;2025-09-18;Bruno Pimenta Resende;2025-09-09;Sim;Não;;
ASSESSORIA COAC;50600.513380/2017-11;2025-09-08;Assinado;Rebeca;2025-09-15;PA;00 00035/2013;BR-163;Outros;Inclusão do Ofício n.º 112/2025 - Solicitação de acesso aos processos n.º 50600.055665/2017-10 e n.º 50600.513380/2017-11;Conceder acesso aos processos;22249515;22337887;;;2025-09-10;;2025-09-16;Bruno Pimenta Resende;2025-09-09;Sim;Não;;
ASSESSORIA COAC;50600.023509/2025-04;2025-09-09;Assinado;Gabrielle;2025-09-16;-;-;-;ANTT;Aditamento ao Termo de Arrolamento e Transferência de Bens – BR-163/MT – Contrato do Edital de Concessão nº 003/2013. ;Acredito q não cabe a gente fazer nada. Procurar um documento modelo q já respondemos sobre cópia de contrato;22155744;22500549;;;2025-09-26;22412014;2025-10-09;Rebeca Braz Soares Fiameni;2025-09-09;Sim;Não;;
PROJETO;50600.026926/2025-09;2025-09-10;Assinado;Bruno;2025-09-17;AM;00 00389/2024;BR-319;Projetos;Solicitação de encaminhamento do Cronograma Físico-Financeiro - Contrato nº 00 00389/2024 - BR-319/AM;Criar processo e ofício de notificação para cronograma referencial.;;22331298;;;2025-09-23;Revisado 12/09/2025 - necessidade de modificação de cláusula;2025-09-23;Bruno Pimenta Resende;2025-09-10;Sim;Não;;
ASSESSORIA COAC;50600.055665/2012-10;2025-09-08;Assinado;Rebeca;2025-09-15;PA;00 00035/2013;BR-163;Outros;Inclusão do Ofício n.º 112/2025 - Solicitação de acesso aos processos n.º 50600.055665/2017-10 e n.º 50600.513380/2017-11.;Conceder acesso aos processos;22248551;22339562;;;2025-09-10;;2025-09-16;Bruno Pimenta Resende;2025-09-10;Sim;Não;;
PROJETO;50600.027157/2025-58;2025-09-11;Assinado;Bruno;2025-09-18;MG;00 00277/2022;BR-135;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notificação ;;22346355;;;2025-09-12;;2025-09-16;Rebeca Braz Soares Fiameni;2025-09-11;Sim;Não;;
PROJETO;50600.015453/2025-14;2025-09-11;Assinado;Bruno;2025-09-18;BA;00 00379/2024;BR-116;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notificar;;22334995;;;2025-09-24;;2025-10-01;Bruno Pimenta Resende;2025-09-11;Sim;Não;;
PROJETO;50619.000790/2024-19;2025-09-10;Assinado;Bruno;2025-09-17;MS;19 00758/2023;BR-060;Projetos;Contrato nº 19 00758/2023 - Ciência dos projetos e análises - BR-267/MS.;Ciência e Encaminhamento de análise para a empresa;22328310;22530387;22530496;;2025-09-30;"22382515
22402204 - 1ª versão - 15/09/2025
22430519 - 2ª versão - 18/09/2025
22430645 - 1ª versão - 18/09/2025
22489156 - 3ª versão
22489157 - 3ª versão
";2025-10-03;Bruno Pimenta Resende;2025-09-11;Sim;Não;;
PROJETO;50600.027198/2025-44;2025-09-11;Assinado;Bruno;2025-09-18;CE;03 00077/2024;BR-116;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notificação com data vencida e cronograma a ser aprovado pela SR;;22347810;;;2025-09-12;;2025-09-16;Rebeca Braz Soares Fiameni;2025-09-11;Sim;Não;;
PROJETO;50600.015618/2025-40;2025-09-11;Assinado;Bruno;2025-09-18;PA;02 00398/2024;BR-230;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notificar;;22393784;;;2025-09-23;;2025-10-01;Bruno Pimenta Resende;2025-09-11;Sim;Não;;
PROJETO;50606.000347/2025-78;2025-09-11;Assinado;Bruno;2025-09-18;MG;00 00619/2024;BR-381;Projetos;Assunto: Estudos Geológicos - BR-381/MG - Lote 8A.;Ciência de análises - BR-381/MG.;22335717;22545649;22545726;;2025-09-30;"22429004 - 1ª Versão
22517110 - 2ª Versão
22518885 - 1ª Versão";2025-10-02;Bruno Pimenta Resende;2025-09-11;Sim;Não;;
PROJETO;50600.027265/2025-21;2025-09-11;Assinado;Bruno;2025-09-18;MT;11 00159/2022;BR-158;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notificar;;22349471;;;2025-09-12;;2025-09-16;Rebeca Braz Soares Fiameni;2025-09-11;Sim;Não;;
ASSESSORIA COAC;50600.026646/2025-92;2025-09-11;Assinado;Gabrielle;2025-09-18;-;-;-;Ministério; Realização de estudos de campo em rodovias federais do Nordeste.;Ciência sobre os estudos.;22333032;22499944;;;2025-09-13;"22386241
22478103  ";2025-09-13;Rebeca Braz Soares Fiameni;2025-09-11;Sim;Não;;
PROJETO;50600.015633/2025-98;2025-09-11;Assinado;Bruno;2025-09-18;PE;04 00520/2022;BR-407;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notificar;;22487096;;;2025-09-23;;2025-10-01;Bruno Pimenta Resende;2025-09-11;Sim;Não;;
ASSESSORIA COAC;50600.026287/2025-73;2025-09-11;Assinado;Gabrielle;2025-09-18;-;-;-;Outros; Solicitação de apoio institucional do DNIT.;Respondemos com as informações que temos em relação a lista da CGDESP.;22327028;22701520;;;2025-10-20;"22672904 - substituído
22689344 - corrigido
";2025-10-20;Rebeca Braz Soares Fiameni;2025-09-11;Sim;Não;;
PROJETO;50600.027428/2025-75;2025-10-15;Assinado;Bruno;2025-10-22;PR;09 00070/2022;BR-376;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notificação aguardando troca do Consórcio;;22357314;;;2025-10-20;;2025-10-20;Gabrielle Afonso Pereira Nogueira;2025-09-11;Sim;Não;;
PROJETO;50600.015637/2025-76;2025-09-11;Assinado;Bruno;2025-09-18;RO;22 00902/2020;BR-364;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notificar;;22357697;;;2025-09-12;;2025-09-16;Rebeca Braz Soares Fiameni;2025-09-11;Sim;Não;;
PROJETO;50600.027469/2025-61;2025-09-12;Assinado;Bruno;2025-09-19;RS;10 00821/2019;BR-116;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notificação ;;22363020;;;2025-09-23;Revisado em 12/09/2025 - necessidade de correção;2025-10-03;Bruno Pimenta Resende;2025-09-12;Sim;Não;;
PROJETO;50600.027485/2025-54;2025-09-12;Assinado;Bruno;2025-09-19;SE;-;-;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notificação do cronograma referencial;;22364238;;;2025-09-12;;2025-09-16;Rebeca Braz Soares Fiameni;2025-09-12;Sim;Não;;
PROJETO;50600.014362/2025-53;2025-09-15;Assinado;Bruno;2025-09-22;AL;00 00608/2024;BR-101;Notificação;Descumprimento dos prazos fixados no Cronograma Físico-Financeiro para entrega de Projeto Básico/Executivo.;Notificar;;22612492;;;2025-10-07;"1ª Versão - 22371277
2ª Versão - 22512856";2025-10-09;Rebeca Braz Soares Fiameni;2025-09-15;Sim;Não;;
ASSESSORIA COAC;50617.001479/2023-26;2025-09-15;Assinado;Gabrielle;2025-09-22;ES;-;-;ANTT;Celebração dos Termos de Arrolamento e Transferência de Bens - Contorno do Mestre Álvaro e Reversão de Bens - Trecho original da BR-101/ES.;Informar que não há contrato executando e que a SR já respondeu sobre a questão da indicação de técnico para acompanhamento da visita (PEGAR MODELO MAIS ATUAL QUE JÁ FIZEMOS);22331697;22500575;;;2025-10-02;;2025-10-09;Rebeca Braz Soares Fiameni;2025-09-15;Sim;Não;;
ASSESSORIA COAC;50600.020900/2025-49;2025-09-15;Assinado;Gabrielle;2025-09-22;-;-;-;Outros;Solicitação de Informações - Andamento das Obras - Rodovia BR-285/SC.;Consolidação das informações apresentadas pelas Regionais;22329651;22500622;;;2025-10-02;"22397602
";2025-10-09;Rebeca Braz Soares Fiameni;2025-09-15;Sim;Não;;
PROJETO;50609.001700/2014-54;2025-09-15;Assinado;Bruno;2025-09-22;PR;09 00397/2021;BR-487;Projetos;Contrato nº 09 00397/2021 - Ciência de Cronograma Repactuado - BR-487/PR.;Estudar tratativas quanto ao novo cronograma. Entender se já foi aprovado. Dar ciência ou cobrar aprovação.;22352448;22530649;;;2025-09-30;"22394803 - 1ª Versão - 16/09/2025
22490140 - 2ª Versão";2025-10-03;Bruno Pimenta Resende;2025-09-15;Sim;Não;;
ASSESSORIA COAC;50600.025648/2025-64;2025-09-16;Assinado;Rebeca;2025-09-23;-;-;-;Ministério;"Atualização das informações dos Balanços e Monitoramento das ações do Novo PAC. Cronograma de entregas.

  ";Responder quanto às tratativas da reunião, informando complilação da DIREX;22312871;22436763;;;2025-09-17;;2025-09-18;Bruno Pimenta Resende;2025-09-17;Sim;Não;;
PROJETO;50611.001111/2022-37;2025-09-18;Assinado;Gabrielle;2025-09-25;MT;00 000764/2011;BR-070/163/364;Projetos; Análise do Projeto Executivo de Componente Ambiental - BR-070/163/364/MT. TC n.º 764/2011.;Encaminhar para Consórcio o RAP;22407848;22500442;;;2025-09-30;22446518;2025-10-03;Bruno Pimenta Resende;2025-09-18;Sim;Não;;
PROJETO;50611.003107/2022-11;2025-09-18;Assinado;Gabrielle;2025-09-25;MT;11 00159/2022;BR-158;Projetos; Inclusão de documentos referentes a análise dos estudos e projetos desenvolvidos no âmbito do Contrato n.º 159/2022.;Verificar;22429650;22544863;;;2025-09-30;22475921;2025-10-03;Bruno Pimenta Resende;2025-09-18;Sim;Não;;
PROJETO;50600.002661/2025-45;2025-09-22;Assinado;Gabrielle;2025-09-29;TO;00 00958/2024;BR-226;Projetos;Encaminhamento de documentos - Contenção dos Encontros da Ponte sobre o Rio Tocantins.;Ciência sobre encaminhamento de projeto.;22446649;22474675;;;2025-09-24;;2025-10-03;Bruno Pimenta Resende;2025-09-22;Sim;Não;;
PROJETO;50600.015748/2024-00;2025-09-25;Assinado;Bruno;2025-10-02;AL;00 00057/2024;BR-349;Projetos;Relatório de Análise do Projeto Básico/Executivo - Rodovia BR-349/AL/SE.;Encaminhar relatório ao Consórcio e encaminhar projeto para a CGDESP.;22454542;22543554;22543920;;2025-09-30;;2025-10-03;Bruno Pimenta Resende;2025-09-25;Sim;Não;;
ASSESSORIA COAC;50615.000736/2014-31;2025-09-25;Assinado;Gabrielle;2025-10-02;MA;-;-;DNIT/SRE;Alienação de trechos rodoviários ao município de Santa Inês/MA - BR-222/MA e BR-316/MA.;Verificar trecho e informar se há contrato ativo;22462853;22631641;;;2025-10-07;;2025-10-09;Rebeca Braz Soares Fiameni;2025-09-25;Sim;Não;;
ASSESSORIA COAC;50609.003227/2024-11;2025-09-26;Assinado;Gabrielle;2025-10-03;PR;-;-;DNIT/SRE;Alienação por meio de doação de segmento rodoviário da BR-369/PR​ ao município de Rolândia/PR.;Informar que não temos contratos ativos no trecho;22468534;22937959;;;2025-09-26;Atualização de documento 22519374 - 1º revisão 13/10;2025-09-26;Gabrielle Afonso Pereira Nogueira;2025-09-26;Sim;Não;;
PROJETO;50606.003862/2025-18;2025-09-26;Assinado;Bruno;2025-10-03;MG;00 00041/2025;BR-381;Projetos;"Encaminhamento dos Estudos Geológicos e do Relatório Preliminar de Avaliação
Ambiental. da Rodovias BR-381/MG – Lote 8B ";Dar ciência;22483793;22577647;;;2025-10-02;22577125 - 1ª - Versão;2025-10-08;Bruno Pimenta Resende;2025-09-26;Sim;Não;;
PROJETO;50621.000745/2025-04;2025-09-26;Assinado;Bruno;2025-10-03;SE;21 00259/2025;BR-101;Projetos;Termo de Aceite Estudos de Engenharia - Acesso a Pedra Branca - Contrato n.º 21.00259/2025.;Ciência somente do Termo de Aceite, pois os projetos anteriores são relacionados ao Termo de Aceite.;22481089;22583085;;;2025-10-07;;2025-10-08;Bruno Pimenta Resende;2025-09-26;Sim;Não;;
ASSESSORIA COAC;50600.029156/2025-48;2025-09-26;Assinado;Gabrielle;2025-10-03;MG;-;-;Parlamentares;COM PRAZO - Solicitação de informações - BR-381/MG.;Pegar informação do processo de fala.br da BR-381;22496372;22546988;;;2025-10-02;;2025-10-03;Bruno Pimenta Resende;2025-09-26;Sim;Não;;
PROJETO;50600.023451/2025-91;2025-09-26;Assinado;Bruno;2025-10-03;RS;00 00375/2024;BR-116;Projetos;Encaminhamento do Relatório de Análise dos Estudos de Tráfego - BR-116/RS. ;Encaminhar Consórcio/SR;22503475;22557101;;;2025-10-01;;2025-10-03;Bruno Pimenta Resende;2025-09-26;Sim;Não;;
PROJETO;50600.034231/2024-10;2025-09-26;Assinado;Bruno;2025-10-03;BA;00 00391/2024;BR-030;Projetos; Encaminhamento dos Relatórios de Análise dos Estudos Topográficos, Estudos de Traçado e Projeto Básico de Geometria - BR-030/BA - Lote 01.  ;Encaminhar análise ao Consórcio e projetos a DPP;22504346;22615051;22619467;;2025-10-07;;2025-10-08;Bruno Pimenta Resende;2025-09-26;Sim;Não;;
ASSESSORIA COAC;50001.095980/2025-45;2025-09-26;Assinado;Gabrielle;2025-10-03;MG;-;-;FALA-BR;Solicitação de inclusão de retorno nas obras de duplicação da Rodovia BR-381 (Lote 8A).;Sugerir envio à DPP, visto ter um documento com apresentação técnica da Prefeitura;22498433;22550194;;;2025-10-02;;2025-10-03;Rebeca Braz Soares Fiameni;2025-09-26;Sim;Não;;
PROJETO;50619.000599/2022-13;2025-09-26;Assinado;Bruno;2025-10-03;MS;19 00194/2021;BR-419;Projetos;Atendimento às exigências do Ofício-Circular n.º 4149/2024/DIR/DNIT SEDE - Encaminhamento de Análise - Projeto Executivo - Etapa 02 - Nova Interseção Acesso a Aquidauana na Estaca 2645 - Versão Revisada 02 - Contrato n.º 19 00194/2021.;Ciência de análise;22509432;22620376;;;2025-10-07;;2025-10-08;Rebeca Braz Soares Fiameni;2025-09-26;Sim;Não;;
PROJETO;50600.037160/2024-07;2025-09-26;Assinado;Bruno;2025-10-03;BA;00 00392/2024;BR-030;Projetos;Emissão de Termo de Aceite Contrato 00 00392/2024 - Rodovia BR-030/BA - Lote 2.;"Ciência, Encaminhamento de análises e cronograma
Carta 18 encaminhada para SR/BA para conhecimento, pois a carta foi encaminhada comente pra gente.";22422760;22669003;22668997;;2025-10-10;"22628209 - 1ª Versão
22628313 - 1ª Versão
22631268 - 1ª Versão
22796712 - 2ª Versão";2025-10-14;Bruno Pimenta Resende;2025-09-26;Sim;Não;;
ASSESSORIA COAC;50600.028972/2025-34;2025-09-29;Assinado;Gabrielle;2025-10-06;MG;00 00403/2022;BR-367;Parlamentares;Solicitação de informações sobre as obras na BR-367/MG.;Informar o que está no Atlas e Casa Civil;22513715;22606999;;;2025-10-06;;2025-10-09;Rebeca Braz Soares Fiameni;2025-09-30;Sim;Não;;
