Equipe;Processo;Data Entrada;Status;Responsável;Prazo;UF;Contrato;BR;Tipo;Assunto;Providência;SEI Recebido;1 - SEI Criado;2 - SEI Criado;3 - SEI Criado;Data de Revisão;Observações;Data de Assinatura;Criado por;Data Criação;Cadastrado no SIMA?;Tem Prazo;Comentários;
ASSESSORIA COAC;50600.015857/2025-08;2025-06-18;Assinado;Gabrielle;2025-06-25;-;-;-;Externo;A Associação Brasileira das Empresas Distribuidoras e Industrializadoras de Asfaltos - ABEDA solicita uma estimativa de consumo dos diferentes tipos de ligantes asfálticos que deverão ser utilizados ao longo do exercício de 2025.;Levantamento feito com o saldo a executar do SIAC, e ofício dizendo que o levantamento não é confiável por conta do saldo a executar de todos os contratos não envolverem só 2025.;21461074;21924958;21925209;;2025-07-31;"18/07 - Atualização da planilha. 
31/07 - 21565649 e 21779106
Planilha e documento revisados pela Fernanda.";2025-08-04;Rebeca Braz Soares Fiameni;2025-11-07;Sim;Não;;
PROJETO;50610.001283/2023-00;2025-06-18;Assinado;Rebeca;2025-06-25;RS;00 00375/2024;BR-116;Projetos; Projeto Geométrico da Segunda Ponte Internacional sobre o Rio Jaguarão, na Rodovia BR-116/RS.;Encaminhar para DIR sobre atualizações do Min. de Rel. Exteriores do Uruguai.;21474177;21900155;;;2025-08-01;"Atualização de documento em 18/07, versão antiga: 21570140.
Nova atualização - 21779198";2025-08-08;Rebeca Braz Soares Fiameni;2025-07-09;Sim;Não;;
PROJETO;50603.000829/2024-77;2025-06-18;Assinado;Bruno;2025-06-25;CE;03 00077/2024;BR-116;Projetos;Ciência de Projetos;Ciência;21482428;21522208;21522726;;2025-06-18;21496088;2025-06-25;Bruno Pimenta Resende;25/06/2025;Sim;Não;;
PROJETO;50600.037160/2024-07;2025-06-18;Assinado;Thânia;2025-06-25;BA;00 00392/2024;BR-030;Projetos;Contrato nº 00 00392/2024 - Encaminhamento de documentos - BR-030/BA.;conhecimento da Carta nº 011/2025 - Consórcio Rodovia BR-030 (SEI nº 21514396), em resposta ao oficio anteriormente encaminhado para o consórcio.;21489172;21765270;21765353;21765455;2025-07-17;" 1. A carta foi encaminhado pelo consórcio diretamente a esta coordenação, deste modo, foi gerado relato susinto a DIR para conhecimento.

2. SEI Gerados:
- 21554590: documento gerado em 27/06/25.
- 2685479 (09/07/25): solicitado revisão pela coordenadora, para insersão de novos documentos que foram adicionados. A atualização foi realizada no mesmo dia.
21514476
3. Nova elaboração de documentos em 17/07/25 - Por Gabrielle.";2025-07-17;Rebeca Braz Soares Fiameni;2025-11-07;Sim;Não;;
ASSESSORIA COAC;50600.029806/2024-74;2025-06-24;Assinado;Gabrielle;2025-07-01;BA;00 00379/2024;BR-116;Externo;Execução das obras nos lotes 4 e 5 na BR-116/BA - Estudo para concessão na BR-116/324/BA/PE (Rota dos Sertões).;"Remetente: SNTR
Solicita data de previsão das obras do Contorno Leste de Feira de Santana e pedido a SNTR se esses trechos serão concedidos.";21512416;21524926;;;2025-07-07;;2025-07-07;Gabrielle Afonso Pereira Nogueira;2025-08-07;Sim;Não;;
ASSESSORIA COAC;50600.016227/2025-42;2025-06-25;Assinado;Gabrielle;2025-07-02;-;-;-;Externo;Solicito, com base na Lei de Acesso à Informação, o envio da relação completa de obras públicas federais no setor de transportes (rodovias, ferrovias, hidrovias, portos e aeroportos) que foram canceladas, suspensas, paralisadas ou adiadas entre 2020 ;"FALA BR 
Solicitação de todas as obras paralisadas, motivo, tempo de execução.";21526314;21552250;;;2025-06-26;;2025-06-26;Gabrielle Afonso Pereira Nogueira;2025-07-09;Sim;Não;;
ASSESSORIA COAC;50001.065962/2025-39;2025-06-27;Assinado;Gabrielle;2025-07-04;-;-;-;FALA-BR;Solicitação de informações sobre a construção e asfaltamento do 11° trecho da Rodovia BR-116/BA.;Texto padrão sobre impossibilidade de atendimento da demanda ;21548686;21651668;;;2025-07-07;;2025-07-08;Gabrielle Afonso Pereira Nogueira;2025-09-07;Sim;Não;;
PROJETO;50603.002068/2024-98;2025-06-26;Assinado;Gabrielle;2025-07-03;CE;03 00077/2024;BR-116;Projetos;Entrega de projetos;Ciência de entrega de projeto, envio já tinha sido feito à SR;21547927;21808067;;;2025-07-23;;2025-07-31;Rebeca Braz Soares Fiameni;2025-02-07;Sim;Não;;
PROJETO;50609.004210/2023-09;2025-07-02;Assinado;Bruno;2025-07-09;PR;-;-;Projetos;Contrato 09 00397/2021 - Encaminhamento de documento - BR-487/PR.;Encaminhar documentos;21569789;21728234;;;2025-07-15;"21645043
1ª Versão - 21686634 - 10/07/2025";2025-07-17;Rebeca Braz Soares Fiameni;2025-10-07;Sim;Não;;
ASSESSORIA COAC;50001.065398/2025-54;2025-07-02;Assinado;Gabrielle;2025-07-09;-;-;-;FALA-BR;Solicitação de informações - Lei de Acesso à Informação.;"FALA BR
Pedido de acesso a processos administrativos contendo PAAR.";21587980;21602546;;;2025-07-04;;2025-07-07;Gabrielle Afonso Pereira Nogueira;2025-08-07;Sim;Não;;
PROJETO;50600.006897/2024-70;2025-07-02;Assinado;Gabrielle;2025-07-09;MG;00 00619/2024;BR-381;Projetos;Ciência de Cronograma não repactuado da Rodovia BR-381/MG - Lote 8A;Dar ciência ao cronograma e ressaltar o envio do cronograma após aprovação para a CGONT.;21585033;21808575;;;2020-01-01;;2025-07-31;Bruno Pimenta Resende;2025-02-07;Sim;Não;;
ASSESSORIA COAC;50600.016572/2025-86;2025-07-04;Assinado;Gabrielle;2025-07-11;MA;-;-;Externo;Solicitação de dados para estudo de Estruturação de Projetos de Concessões Rodoviárias - BR135/316/MA – entre os municípios de São Luís/MA e Timon/MA;"Remetente: Diretoria de Planejamento da INFRA S.A
Solicitação de dados sobre o status das obras nas rodovias 135 e 316.";21569938;21641997;;;2025-07-10;;2025-07-10;Gabrielle Afonso Pereira Nogueira;2025-10-07;Sim;Não;;
ASSESSORIA COAC;50600.003785/2025-48;2025-07-08;Assinado;Gabrielle;2025-07-15;RS;-;-;Externo;Proximidade de Encerramento do Contrato de Concessão da Ecosul - Rodovia BR-116/392/RS.;"Remetente: Secretaria Nacional de Transporte Rodoviário do Ministério dos Transportes
Sobre o encerramento da concessão da ecosul BR 116/392/RS informamos que não há nada que possamos fazer no momento.";21612808;21688171;;;2025-07-10;;2025-07-31;Gabrielle Afonso Pereira Nogueira;2025-10-07;Sim;Não;;
PROJETO;50600.015637/2025-76;2025-07-08;Assinado;Gabrielle;2025-07-15;RO;-;-;Projetos;Contrato nº 22.00902/2020 - notificação quanto ao cronograma - RO.;Usar padrão e informar quanto a necessidad de envio do cronograma novo, quando repactuado;21654400;21695075;;;2025-07-14;;2025-07-17;Rebeca Braz Soares Fiameni;2025-10-07;Sim;Não;;
PROJETO;50600.011807/2025-43;2025-07-08;Assinado;Gabrielle;2025-07-15;AL;00 00057/2024;BR-349;Projetos;Análise do Relatório da Metodologia Avaliatória – Contrato n.º 00057/2024.;Encaminhado ao consórcio com cópia para a SR, e ciência ao fim do documento.;21641244;21703264;;;2025-07-15;;2025-07-17;Rebeca Braz Soares Fiameni;2025-11-07;Sim;Não;;
PROJETO;50606.000238/2023-99;2025-07-09;Assinado;Bruno;2025-07-16;MG;00 00277/2022;BR-135;Projetos;Relatórios de Análise dos Projetos Básico/Executivo de Sinalização e Obras Complementares - Contrato TT-277/2022.;Verificar com a Marília quanto à necessidade de acompanhamento;21648596;21795134;;;2025-07-17;1ª versão - 21727687 - 10/07/2025;2025-07-17;Thania Regina Pantoja da Vera Cruz;2025-10-07;Sim;Não;;
PROJETO;50603.000829/2024-77;2025-07-09;Assinado;Gabrielle;2025-07-16;CE;-;-;Projetos;Encaminhamento de Carta BR-116/CE;Ciência ;21681458;21766668;;;2025-07-16;17/07 - Documentro refeito para atualização (21719692 antigo);2025-07-17;Rebeca Braz Soares Fiameni;2025-10-07;Sim;Não;;
PROJETO;50606.002628/2025-65;2025-07-09;Assinado;Gabrielle;2025-07-16;MG;00 00277/2022;BR-135;Projetos;Encaminhamento de Termo de Aceite – Relatório de Programação – BR-135/MG;Encaminhamento para empresa com ciência.;21649225;21711058;;;2025-07-24;;2025-07-31;Rebeca Braz Soares Fiameni;2025-11-07;Sim;Não;;
PROJETO;50610.005571/2020-82;2025-07-08;Assinado;Gabrielle;2025-07-15;RS;10 00821/2019;BR-116;Projetos;Análise do projeto básico/executivo de OAE - Contrato n.º 821/2019.;Envio de análise da DPP para empresa e ciência à DIR.;21649225;21946616;21946646;;2025-08-06;"17/07 - Atualizado versão antiga 21705133
22/07 - Atualização do ofício de ciência e inclusão de ofício de encaminhamento para a empresa.
24/07/2025 - Atualização dos 2 documentos (antigos: 21814594 e 21814607).
31/07/25   - Atualização dos 2 documentos (antigos: 21845151 e 21845159).
05/08/2025 - Atualização dos 2 documentos (antigos: 21905020 e 21905418);";2025-08-08;Rebeca Braz Soares Fiameni;2025-11-07;Sim;Não;;
PROJETO;50600.018427/2025-30;2025-07-11;Assinado;Gabrielle;2025-07-18;AM;-;-;Externo;Assunto: Solicitação de informações sobre ações na BR-319/AM.;Responder sobre o contrato 563/2024.;21707682;21718797;;;2025-07-14;;2025-07-16;Rebeca Braz Soares Fiameni;2025-11-07;Sim;Não;;
PROJETO;50613.001444/2025-99;2025-07-16;Assinado;Rebeca;2025-07-23;PB;13 00938/2017;BR-230;Projetos;Solicitação de apresentação do orçamento - Adequação de Capacidade da rodovia BR-230/PB (Campina Grande - Farinha).;Verificar;21732956;21788349;;;2025-07-18;;2025-07-18;Rebeca Braz Soares Fiameni;2025-07-16;Sim;Não;;
PROJETO;50600.015748/2024-00;2025-07-17;Assinado;Rebeca;2025-07-24;AL;00 00057/2024;BR-349;Projetos;Entrega de Projetos do Contrato n.º TT-057/2024.;Ciência;21703315;21765179;;;2025-07-17;;2025-07-17;Rebeca Braz Soares Fiameni;2025-07-17;Sim;Não;;
PROJETO;50600.002661/2025-45;2025-07-17;Assinado;Gabrielle;2025-07-24;TO;00 00958/2024;BR-226;Projetos;Análise de Projeto Executivo - BR-226/TO.;Ciência de termo de aceite. ;21749430;21793374;;;2025-07-24;;2025-07-31;Rebeca Braz Soares Fiameni;2025-07-17;Sim;Não;;
ASSESSORIA COAC;50600.019960/2025-19;2025-07-18;Assinado;Rebeca;2025-07-25;PA;00 00035/2013;BR-163;Externo;Solicitação de informações sobre o Contrato n.º 35/2013 – Rodovia BR-163/PA.;"Remetente: Agência de Desenvolvimento Sustentável das Hidrovias e dos Corredores de Exportacao - ADECON
Solicitação de informações sobre a obra 163/PA com saldo contratual .";21765352;21843395;;;2025-07-24;;2025-07-31;Gabrielle Afonso Pereira Nogueira;2025-07-18;Sim;Não;;
PROJETO;50609.004210/2023-09;2025-07-21;Assinado;Bruno;2025-07-28;PR;09 00397/2021;BR-487;Projetos;Contrato 09 00397/2021 - Encaminhamento de documentos - BR-487/PR.;Encaminhamento;21789915;21907721;;;2025-08-05;"1ª Versão - 21811905 - 22/07/2025
2ª Versão - 21844505 - 31/07/2025";2025-08-08;Rebeca Braz Soares Fiameni;2025-07-21;Sim;Não;;
PROJETO;50600.034231/2024-10;2025-07-21;Assinado;Bruno;2025-07-28;BA;00 00391/2024;BR-030;Projetos;Contrato 00 00391/2024 - Ciência de estudos - BR-030/BA.;Encaminhamento DPP e Ciência;21787481;21838808;21839070;;2025-08-05;;2025-08-08;Rebeca Braz Soares Fiameni;2025-07-21;Sim;Não;;
ASSESSORIA COAC;50600.020102/2025-17;2025-07-21;Assinado;Gabrielle;2025-07-28;-;-;-;Externo;Sistema Rodoviário BR-070/174/364/MT e BR-174/364/RO. E-mail TCU - 013.045/2025-3 (SEI n.º 21770637). ;"TCU - Informações de contratos para descentralização dos seguimentos
";21786491;21907361;;;2025-08-01;"Novo oficio criado para atualizar a pasta do documento.
Documento revisado dia 04/08, após solicitações Marília.";2025-08-04;Rebeca Braz Soares Fiameni;2025-07-21;Sim;Não;;
ASSESSORIA COAC;50600.020020/2025-72;2025-07-21;Assinado;Gabrielle;2025-07-28;AM;-;-;Externo;COM PRAZO - Requerimento de Informação nº 4283/2025, de autoria do Deputado Capitão Alberto Neto.;"Remetente: Deputado Capitão Alberto Neto (PL/AM)
Solicitações de dados sobre a BR 319/AM, informamos sobre os contratos ativos e enfatizamos que a SR poderia responder com mais detalhes.
Texto sobre ação orçamentária.";21790384;21796987;;;2025-07-28;;2025-07-30;Gabrielle Afonso Pereira Nogueira;2025-07-21;Sim;Não;;
ASSESSORIA COAC;50001.074268/2025-11;2025-07-21;Assinado;Gabrielle;2025-07-28;-;-;-;FALA-BR;COM PRAZO - Solicitação de informações - Lei de Acesso à Informação.;"FALA BR
Informações sobre a duplicação da ponte entre Itubiara e Araporã. Informamos sobre ainda estar em fase de conclusão de contrato para assinatura.";21788360;21801245;;;2025-07-24;;2025-07-30;Gabrielle Afonso Pereira Nogueira;2025-07-21;Sim;Não;;
ASSESSORIA COAC;50611.001258/2025-70;2025-07-21;Assinado;Rebeca;2025-07-28;MT;-;-;Externo;Solicitação de projetos referentes à sinalização horizontal do km 269 e km 270 - BR-174/MT.;Solicitação de projeto geométrico à CGCONT. Falamos sobre o regimento interno do dnit - DAF tem o poder de arquivo.;21789816;21800302;;;2025-07-22;;2025-07-31;Gabrielle Afonso Pereira Nogueira;2025-07-21;Sim;Não;;
ASSESSORIA COAC;50600.002599/2024-19;2025-07-22;Assinado;Rebeca;2025-07-29;-;-;-;Externo;Indicadores do Planejamento Estratégico Institucional (PEI-DNIT).;Solicitação as setoriais para preenchimentoo do PEI.;21759813;21830362;21831030;;2025-07-23;;2025-07-25;Gabrielle Afonso Pereira Nogueira;2025-07-22;Sim;Não;;
ASSESSORIA COAC;50600.042572/2024-51;2025-07-22;Assinado;Rebeca;2025-07-29;TO;00 00958/2024;BR-226;Projetos;Ofício nº 029/2025 - CE (SEI n.º 21665436) - Consórcio Ponte do Estreito. Contrato n.º 00958/2024. ;"1 - Encaminhamento à DPP para tratativas junto ao IBAMA, apresentando dificuldades e solicitando negociação, visto que o atendimento à notificação paralisa a obra. 
2 - Ofício para a SR notificar a empresa HWN (contrato 70/2025), solicitando novo cronograma para realização do atendimento após dezembro, visto que a ponte estará em operação e não terá mais balsa (usar justificativa de risco do Consórcio).";21756377;21941178;21943214;;2025-08-05;;2025-08-07;Rebeca Braz Soares Fiameni;2025-07-22;Sim;Não;;
ASSESSORIA COAC;50600.018194/2025-75;2025-07-22;Assinado;Gabrielle;2025-07-29;-;-;-;Externo;Prazos de Assunção de Novos Segmentos Rodoviários - Novas Concessões Rodoviárias Federais - Editais em Andamento.;"Remetente: Secretaria Nacional de Transporte Rodoviário do Ministério dos Transportes
Respondendo sobre a ciência das datas de novas concessões e do procedimentos que devem ser realizados junto a ANTT após conclusão.";21758545;22046493;;;2025-08-15;"28/07 - Documento refeito devido a inclusão de novos documentos no processo.
13/08 - Documento refeito de acordo com o novo padrão de resposta.";2025-09-16;Rebeca Braz Soares Fiameni;2025-07-22;Sim;Não;;
ASSESSORIA COAC;50001.072951/2025-13;2025-07-22;Assinado;Rebeca;2025-07-29;ES;-;-;FALA-BR;Solicitação de informações - Lei de Acesso à Informação - Obras pagas pelo acordo do Rio Doce.;"Informamos que não há na nossa gestão obras pagas pelo acordo do Rio Doce.
";21809129;21849484;;;2025-07-24;;2025-07-31;Gabrielle Afonso Pereira Nogueira;2025-07-22;Sim;Não;;
PROJETO;50603.000829/2024-77;2025-07-23;Assinado;Gabrielle;2025-07-30;CE;03 00077/2024;BR-116;Projetos;Inclusão de documentos BR-116/CE;Encaminhamento de projetos para a SR.;21817762;22000530;;;2025-08-08;"1ª versão - 21837604 em 24/07/2025
2ª versão - 21945654 em 05/08/2025.
3ª versão - 21964351 em 06/08/2025.
4ª versão - 21985975 em 07/08/2025.
5ª versão - 22000530 em 08/08/2025.";2025-08-08;Rebeca Braz Soares Fiameni;2025-07-23;Sim;Não;;
ASSESSORIA COAC;50600.020482/2025-90;2025-07-23;Assinado;Gabrielle;2025-07-30;-;-;-;Externo;Solicitação de duplicação ou, subsidiariamente, a construção de terceira faixa no trecho da Rodovia BR-153/SP.;"Remetente: Prefeita Municipal de Guaimbê/SP
Solicitação de duplicação ou terceira faixa na BR 153/SP, informamos que o trecho é concedido de acordo com o edital da concessão e consulta ao mapa das concessões ANTT.";21820044;21830403;;;2025-07-31;;2025-07-31;Gabrielle Afonso Pereira Nogueira;2025-07-23;Sim;Não;;
PROJETO;50600.014362/2025-53;2025-07-23;Assinado;Gabrielle;2025-07-30;AL;-;-;Projetos;Notificação - Não atendimento aos Cronogramas vigentes.;Verificar resposta da notificação;21819048;21832533;;;2025-08-06;;2025-08-08;Rebeca Braz Soares Fiameni;2025-07-23;Sim;Não;;
PROJETO;50619.000599/2022-13;2025-07-24;Assinado;Bruno;2025-07-31;MS;19 00194/2021;BR-419;Projetos;Encaminhamento de Análise - Projeto Básico/Executivo de OAEs - Etapa 02 - Viaduto Ferroviário sobre a Rodovia BR-419 - Versão 00 - Contrato n.º 19 00194/2021.;Ciência de análise;21837544;21851569;;;2025-08-07;;2025-08-08;Rebeca Braz Soares Fiameni;2025-07-24;Sim;Não;;
PROJETO;50611.003107/2022-11;2025-07-24;Assinado;Bruno;2025-07-31;MT;11 00159/2022;BR-158;Projetos;Inclusão de documentos referentes a análise dos projetos desenvolvidos no âmbito do Contrato n.º 159/2022.; Encaminhamento de análises - BR-158/MT;21840959;21851911;;;2025-08-07;;2025-08-08;Rebeca Braz Soares Fiameni;2025-07-24;Sim;Não;;
ASSESSORIA COAC;50001.065715/2025-32;2025-07-24;Assinado;Rebeca;2025-07-31;BA;-;-;FALA-BR;Solicitação de informações - Lei de Acesso à Informação - Plano de obra previsto para br 242.;Citamos a resposta da SR, complementamos dizendo que não há obras no trecho. Parágrafo sobre atribuições da ANTT e leilões.;21844854;21849453;;;2025-07-24;;2025-07-25;Gabrielle Afonso Pereira Nogueira;2025-07-24;Sim;Não;;
ASSESSORIA COAC;50600.029806/2024-74;2025-07-24;Assinado;Rebeca;2025-07-31;BA;-;-;Externo;Execução das obras nos lotes 4 e 5 na BR-116/BA - Estudo para concessão na BR-116/324/BA/PE (Rota dos Sertões).;"Marília vai verificar com Fábio. Aguardando. 
13/08 - Responder que temos o crontrato do lote 05, mas precisa de orinetação quanto à paralisação ou não do contrato.";21822913;22050462;;;2025-08-14;;2025-08-14;Rebeca Braz Soares Fiameni;2025-07-24;Sim;Não;;
PROJETO;50611.003640/2024-37;2025-07-25;Assinado;Bruno;2025-08-01;MT;11 00159/2022;BR-158;Projetos;Inclusão de documentos - Relatório de Metodologia Avaliatória do Projeto de Desapropriação - Contrato n.º 159/2022.;verificar;21847566;21856872;;;2025-08-07;;2025-08-08;Rebeca Braz Soares Fiameni;2025-07-25;Sim;Não;;
PROJETO;50611.003641/2024-81;2025-07-25;Assinado;Bruno;2025-08-01;MT;11 00159/2022;BR-158;Projetos;Análise dos Projetos Referentes ao Contrato n.º 159/2022.;Verificar;21848104;21857061;;;2025-08-07;;2025-08-08;Rebeca Braz Soares Fiameni;2025-07-25;Sim;Não;;
PROJETO;50606.000347/2025-78;2025-07-29;Assinado;Gabrielle;2025-08-05;MG;00 00619/2024;BR-381;Projetos;Encaminhamento dos Relatórios de Análise dos Estudos Topográficos e Geológicos - Rodovia BR-381/MG (Lote 8A).;Ciência à DIR.;21847264;22240866;;;2025-09-02;"1ª versão: 21916885 - criados em 01/08/2025
2ª versão: 21950598  - criados em 05/08/2025
3ª Versão:  22032600 - criado em 13/08/2025
4ª Versão: 22120122 - criado em 20/08/2025

5ª versão - Gabi - Atualização em 25/08.
6ª versão - Gabi - Atualização em 02/09.

Revisões necessárias devido a juntada de outros documentos.";2025-09-03;Bruno Pimenta Resende;2025-07-29;Sim;Não;;
ASSESSORIA COAC;50610.007132/2023-57;2025-07-29;Assinado;Rebeca;2025-08-05;RS;00 00375/2024;BR-116;Projetos;Informações sobre as responsabilidades da Ponte Internacional Barão de Mauá.;Sobre a Ponte Barão de Mauá, informamos o que a SR relatou e que o objeto do contrato ativo na CGCONT não contempla o pleito solicitado.;21880531;21897961;;;2025-07-30;;2025-07-31;Gabrielle Afonso Pereira Nogueira;2025-07-30;Sim;Não;;
ASSESSORIA COAC;50613.001444/2025-99;2025-07-30;Assinado;Rebeca;2025-08-06;PB;13 00938/2017;BR-230;Projetos;Solicitação de apresentação do orçamento - Adequação de Capacidade da rodovia BR-230/PB (Campina Grande - Farinha).;Informar que a fiscalização é que tem q se manifestar, visto a delagação e unidade fiscalizadora. Decisão da fiscalização.;21887782;21951005;;;2025-08-05;;2025-08-08;Rebeca Braz Soares Fiameni;2025-07-30;Sim;Não;;
